5.340576171875000000e-03	0.000000000000000000e+00	0.000000000000000000e+00	9.179687500000000000e-01	2.307128906250000000e-02	0.000000000000000000e+00	0.000000000000000000e+00	8.476562500000000000e-01	0.000000000000000000e+00	1.037120819091796875e-05	4.678964614868164062e-06	5.468750000000000000e-01	4.628906250000000000e-01	9.570312500000000000e-01	0.000000000000000000e+00	9.921875000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.718750000000000000e-01	0.000000000000000000e+00	2.275390625000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.765625000000000000e-01	7.812500000000000000e-01	7.009506225585937500e-05	6.757812500000000000e-01	6.408691406250000000e-03	9.921875000000000000e-01	2.227783203125000000e-03	3.385543823242187500e-05
2.478027343750000000e-02	8.828125000000000000e-01	0.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	2.548217773437500000e-03	2.075195312500000000e-02	8.515625000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	6.875000000000000000e-01	1.000000000000000000e+00	8.125000000000000000e-01	9.023437500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	4.960937500000000000e-01	5.312500000000000000e-01	1.000000000000000000e+00	2.578125000000000000e-01	0.000000000000000000e+00	8.828125000000000000e-01	1.586914062500000000e-02	0.000000000000000000e+00	1.000000000000000000e+00	5.390625000000000000e-01	9.570312500000000000e-01	0.000000000000000000e+00	9.062500000000000000e-01
0.000000000000000000e+00	1.000000000000000000e+00	6.031990051269531250e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.730224609375000000e-04	1.633167266845703125e-05	2.515316009521484375e-05	0.000000000000000000e+00	5.550682544708251953e-07	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.507997512817382812e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.376953125000000000e-01	3.280639648437500000e-04	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	8.164062500000000000e-01	3.925781250000000000e-01	7.688999176025390625e-06
9.531250000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.335937500000000000e-01	3.710937500000000000e-01	1.000000000000000000e+00	6.896972656250000000e-03	0.000000000000000000e+00	1.120567321777343750e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	8.125000000000000000e-01	1.525878906250000000e-05	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	4.296875000000000000e-02	0.000000000000000000e+00	5.468750000000000000e-01	1.000000000000000000e+00	1.072883605957031250e-04	7.929687500000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	9.687500000000000000e-01
1.152038574218750000e-03	1.000000000000000000e+00	9.218750000000000000e-01	1.478195190429687500e-04	0.000000000000000000e+00	1.000000000000000000e+00	1.168251037597656250e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	7.896423339843750000e-04	1.258850097656250000e-04	0.000000000000000000e+00	0.000000000000000000e+00	2.243041992187500000e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.847743988037109375e-05	3.604888916015625000e-04	6.286621093750000000e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.867813110351562500e-05	3.051757812500000000e-05	2.555847167968750000e-04	0.000000000000000000e+00
5.703125000000000000e-01	7.656250000000000000e-01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.044273376464843750e-04	9.822845458984375000e-05	7.226562500000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.050399780273437500e-05	0.000000000000000000e+00	0.000000000000000000e+00	8.750000000000000000e-01	1.506805419921875000e-04	8.164062500000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	4.843750000000000000e-01	9.492187500000000000e-01	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	8.242187500000000000e-01	0.000000000000000000e+00	1.000000000000000000e+00
1.000976562500000000e-01	3.457031250000000000e-01	9.726562500000000000e-01	7.599592208862304688e-06	2.975463867187500000e-04	2.694129943847656250e-05	1.000000000000000000e+00	1.000000000000000000e+00	4.501342773437500000e-04	9.804687500000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	7.968750000000000000e-01	1.000000000000000000e+00	7.152557373046875000e-05	2.470703125000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.648437500000000000e-01	8.203125000000000000e-01	0.000000000000000000e+00	9.012222290039062500e-05	0.000000000000000000e+00	8.085937500000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	2.670288085937500000e-03	0.000000000000000000e+00	8.281250000000000000e-01	2.807617187500000000e-03	1.000000000000000000e+00	3.881835937500000000e-02	0.000000000000000000e+00	2.500000000000000000e-01	1.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	6.298828125000000000e-02	6.718750000000000000e-01	1.826171875000000000e-01	0.000000000000000000e+00	5.745887756347656250e-05	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.914062500000000000e-01	9.531250000000000000e-01	5.412101745605468750e-05	1.478195190429687500e-05	7.421875000000000000e-01	0.000000000000000000e+00	0.000000000000000000e+00	1.000000000000000000e+00	1.367187500000000000e-02	0.000000000000000000e+00	1.000000000000000000e+00
1.289062500000000000e-01	0.000000000000000000e+00	1.409912109375000000e-02	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	3.320312500000000000e-01	9.335937500000000000e-01	3.535156250000000000e-01	9.687500000000000000e-01	4.150390625000000000e-03	0.000000000000000000e+00	2.269744873046875000e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.773834228515625000e-04	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.771087646484375000e-05	1.000000000000000000e+00	6.250000000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.960937500000000000e-01	3.814697265625000000e-06	4.492187500000000000e-01	0.000000000000000000e+00	1.585483551025390625e-05	9.726562500000000000e-01
4.062500000000000000e-01	7.656250000000000000e-01	0.000000000000000000e+00	4.687500000000000000e-01	7.415771484375000000e-03	0.000000000000000000e+00	0.000000000000000000e+00	5.960464477539062500e-05	1.000000000000000000e+00	7.421875000000000000e-01	1.129150390625000000e-03	7.539062500000000000e-01	9.140625000000000000e-01	5.039062500000000000e-01	0.000000000000000000e+00	1.386718750000000000e-01	0.000000000000000000e+00	7.031250000000000000e-01	9.648437500000000000e-01	8.201599121093750000e-04	7.133483886718750000e-04	5.626678466796875000e-05	0.000000000000000000e+00	1.000000000000000000e+00	1.449584960937500000e-04	1.000000000000000000e+00	1.392364501953125000e-04	1.855468750000000000e-02	1.796875000000000000e-01	0.000000000000000000e+00	1.000000000000000000e+00	5.468750000000000000e-02
